Timestamp,% Baseline,City,County,State
"Mar 25, 2016 1pm",0.1517,Hanover,Plymouth,Massachusetts
"Mar 25, 2016 2pm",0.185,Hanover,Plymouth,Massachusetts
"Mar 25, 2016 3pm",0.2017,Hanover,Plymouth,Massachusetts
"Mar 25, 2016 4pm",0.1732,Hanover,Plymouth,Massachusetts
"Mar 25, 2016 5pm",0.0513,Hanover,Plymouth,Massachusetts
"Mar 25, 2016 6pm",0.029,Hanover,Plymouth,Massachusetts
"Mar 25, 2016 7pm",0.0704,Hanover,Plymouth,Massachusetts
"Mar 26, 2016 5am",0.0731,Hanover,Plymouth,Massachusetts
"Mar 26, 2016 6am",0.0571,Hanover,Plymouth,Massachusetts
"Mar 26, 2016 7am",0.0341,Hanover,Plymouth,Massachusetts
"Mar 26, 2016 8am",0.0952,Hanover,Plymouth,Massachusetts
"Mar 26, 2016 9am",0.1286,Hanover,Plymouth,Massachusetts
"Mar 26, 2016 10am",0.1229,Hanover,Plymouth,Massachusetts
"Mar 26, 2016 11am",0.1988,Hanover,Plymouth,Massachusetts
"Mar 26, 2016 12pm",0.2543,Hanover,Plymouth,Massachusetts
"Mar 26, 2016 1pm",0.2938,Hanover,Plymouth,Massachusetts
"Mar 26, 2016 2pm",0.3529,Hanover,Plymouth,Massachusetts
"Mar 26, 2016 3pm",0.5826,Hanover,Plymouth,Massachusetts
"Mar 26, 2016 4pm",0.4849,Hanover,Plymouth,Massachusetts
"Mar 26, 2016 5pm",0.1626,Hanover,Plymouth,Massachusetts
"Mar 26, 2016 6pm",0.044,Hanover,Plymouth,Massachusetts
"Mar 26, 2016 7pm",0.1278,Hanover,Plymouth,Massachusetts
"Mar 27, 2016 6am",0.0027,Hanover,Plymouth,Massachusetts
"Mar 27, 2016 7am",0.0252,Hanover,Plymouth,Massachusetts
"Mar 27, 2016 8am",0.0716,Hanover,Plymouth,Massachusetts
"Mar 27, 2016 9am",0.1641,Hanover,Plymouth,Massachusetts
"Mar 27, 2016 10am",0.2794,Hanover,Plymouth,Massachusetts
"Mar 27, 2016 11am",0.6421,Hanover,Plymouth,Massachusetts
"Mar 27, 2016 12pm",0.8685,Hanover,Plymouth,Massachusetts
"Mar 27, 2016 1pm",0.8428,Hanover,Plymouth,Massachusetts
"Mar 27, 2016 2pm",0.8458,Hanover,Plymouth,Massachusetts
"Mar 27, 2016 3pm",0.7364,Hanover,Plymouth,Massachusetts
"Mar 27, 2016 4pm",0.5138,Hanover,Plymouth,Massachusetts
"Mar 27, 2016 5pm",0.1606,Hanover,Plymouth,Massachusetts
"Mar 27, 2016 6pm",0.0414,Hanover,Plymouth,Massachusetts
"Mar 27, 2016 7pm",0.0295,Hanover,Plymouth,Massachusetts
"Mar 28, 2016 5am",0.1177,Hanover,Plymouth,Massachusetts
"Mar 28, 2016 6am",0.0738,Hanover,Plymouth,Massachusetts
"Mar 28, 2016 7am",0.0406,Hanover,Plymouth,Massachusetts
"Mar 28, 2016 8am",0.0501,Hanover,Plymouth,Massachusetts
"Mar 28, 2016 9am",0.0608,Hanover,Plymouth,Massachusetts
"Mar 28, 2016 10am",0.0954,Hanover,Plymouth,Massachusetts
"Mar 28, 2016 11am",0.1357,Hanover,Plymouth,Massachusetts
"Mar 28, 2016 12pm",0.1133,Hanover,Plymouth,Massachusetts
"Mar 28, 2016 1pm",0.1196,Hanover,Plymouth,Massachusetts
"Mar 28, 2016 2pm",0.187,Hanover,Plymouth,Massachusetts
"Mar 28, 2016 3pm",0.1212,Hanover,Plymouth,Massachusetts
"Mar 28, 2016 4pm",0.1196,Hanover,Plymouth,Massachusetts
"Mar 28, 2016 5pm",0.07,Hanover,Plymouth,Massachusetts
"Mar 28, 2016 6pm",0.0428,Hanover,Plymouth,Massachusetts
"Mar 28, 2016 7pm",0.0414,Hanover,Plymouth,Massachusetts
"Mar 29, 2016 5am",0.0503,Hanover,Plymouth,Massachusetts
"Mar 29, 2016 6am",0.0518,Hanover,Plymouth,Massachusetts
"Mar 29, 2016 7am",0.0805,Hanover,Plymouth,Massachusetts
"Mar 29, 2016 8am",0.1394,Hanover,Plymouth,Massachusetts
"Mar 29, 2016 9am",0.308,Hanover,Plymouth,Massachusetts
"Mar 29, 2016 10am",0.3717,Hanover,Plymouth,Massachusetts
"Mar 29, 2016 11am",0.7413,Hanover,Plymouth,Massachusetts
"Mar 29, 2016 12pm",0.8595,Hanover,Plymouth,Massachusetts
"Mar 29, 2016 1pm",0.8996,Hanover,Plymouth,Massachusetts
"Mar 29, 2016 2pm",0.8407,Hanover,Plymouth,Massachusetts
"Mar 29, 2016 3pm",0.7367,Hanover,Plymouth,Massachusetts
"Mar 29, 2016 4pm",0.5194,Hanover,Plymouth,Massachusetts
"Mar 29, 2016 5pm",0.1638,Hanover,Plymouth,Massachusetts
"Mar 29, 2016 6pm",0.0528,Hanover,Plymouth,Massachusetts
"Mar 29, 2016 7pm",0.1071,Hanover,Plymouth,Massachusetts
"Mar 30, 2016 5am",0.1475,Hanover,Plymouth,Massachusetts
"Mar 30, 2016 6am",0.0894,Hanover,Plymouth,Massachusetts
"Mar 30, 2016 7am",0.1149,Hanover,Plymouth,Massachusetts
"Mar 30, 2016 8am",0.2002,Hanover,Plymouth,Massachusetts
"Mar 30, 2016 9am",0.3667,Hanover,Plymouth,Massachusetts
"Mar 30, 2016 10am",0.5796,Hanover,Plymouth,Massachusetts
"Mar 30, 2016 11am",0.796,Hanover,Plymouth,Massachusetts
"Mar 30, 2016 12pm",0.8893,Hanover,Plymouth,Massachusetts
"Mar 30, 2016 1pm",0.895,Hanover,Plymouth,Massachusetts
"Mar 30, 2016 2pm",0.7923,Hanover,Plymouth,Massachusetts
"Mar 30, 2016 3pm",0.7105,Hanover,Plymouth,Massachusetts
"Mar 30, 2016 4pm",0.4576,Hanover,Plymouth,Massachusetts
"Mar 30, 2016 5pm",0.1549,Hanover,Plymouth,Massachusetts
"Mar 30, 2016 6pm",0.0474,Hanover,Plymouth,Massachusetts
"Mar 30, 2016 7pm",0.0881,Hanover,Plymouth,Massachusetts
"Mar 31, 2016 5am",0.1096,Hanover,Plymouth,Massachusetts
"Mar 31, 2016 6am",0.0581,Hanover,Plymouth,Massachusetts
"Mar 31, 2016 7am",0.0751,Hanover,Plymouth,Massachusetts
"Mar 31, 2016 8am",0.1767,Hanover,Plymouth,Massachusetts
"Mar 31, 2016 9am",0.3902,Hanover,Plymouth,Massachusetts
"Mar 31, 2016 10am",0.565,Hanover,Plymouth,Massachusetts
"Mar 31, 2016 11am",0.6942,Hanover,Plymouth,Massachusetts
"Mar 31, 2016 12pm",0.7601,Hanover,Plymouth,Massachusetts
"Mar 31, 2016 1pm",0.8563,Hanover,Plymouth,Massachusetts
"Mar 31, 2016 2pm",0.7841,Hanover,Plymouth,Massachusetts
"Mar 31, 2016 3pm",0.6338,Hanover,Plymouth,Massachusetts
"Mar 31, 2016 4pm",0.3985,Hanover,Plymouth,Massachusetts
"Mar 31, 2016 5pm",0.1332,Hanover,Plymouth,Massachusetts
"Mar 31, 2016 6pm",0.0429,Hanover,Plymouth,Massachusetts
"Mar 31, 2016 7pm",0.0342,Hanover,Plymouth,Massachusetts
"Apr 1, 2016 5am",0.032,Hanover,Plymouth,Massachusetts
"Apr 1, 2016 6am",0.0249,Hanover,Plymouth,Massachusetts
"Apr 1, 2016 7am",0.026,Hanover,Plymouth,Massachusetts
"Apr 1, 2016 8am",0.0499,Hanover,Plymouth,Massachusetts
"Apr 1, 2016 9am",0.0888,Hanover,Plymouth,Massachusetts
"Apr 1, 2016 10am",0.1089,Hanover,Plymouth,Massachusetts
"Apr 1, 2016 11am",0.1531,Hanover,Plymouth,Massachusetts
"Apr 1, 2016 12pm",0.1761,Hanover,Plymouth,Massachusetts
"Apr 1, 2016 1pm",0.1706,Hanover,Plymouth,Massachusetts
"Apr 1, 2016 2pm",0.1652,Hanover,Plymouth,Massachusetts
"Apr 1, 2016 3pm",0.1458,Hanover,Plymouth,Massachusetts
"Apr 1, 2016 4pm",0.2238,Hanover,Plymouth,Massachusetts
"Apr 1, 2016 5pm",0.1196,Hanover,Plymouth,Massachusetts
"Apr 1, 2016 6pm",0.0161,Hanover,Plymouth,Massachusetts
"Apr 1, 2016 7pm",0.027,Hanover,Plymouth,Massachusetts
"Apr 2, 2016 5am",0.0392,Hanover,Plymouth,Massachusetts
"Apr 2, 2016 6am",0.0371,Hanover,Plymouth,Massachusetts
"Apr 2, 2016 7am",0.0139,Hanover,Plymouth,Massachusetts
"Apr 2, 2016 8am",0.033,Hanover,Plymouth,Massachusetts
"Apr 2, 2016 9am",0.0287,Hanover,Plymouth,Massachusetts
"Apr 2, 2016 10am",0.0481,Hanover,Plymouth,Massachusetts
"Apr 2, 2016 11am",0.039,Hanover,Plymouth,Massachusetts
"Apr 2, 2016 12pm",0.0753,Hanover,Plymouth,Massachusetts
"Apr 2, 2016 1pm",0.0889,Hanover,Plymouth,Massachusetts
"Apr 2, 2016 2pm",0.0721,Hanover,Plymouth,Massachusetts
"Apr 2, 2016 3pm",0.0916,Hanover,Plymouth,Massachusetts
"Apr 2, 2016 4pm",0.0419,Hanover,Plymouth,Massachusetts
"Apr 2, 2016 5pm",0.1099,Hanover,Plymouth,Massachusetts
"Apr 2, 2016 6pm",0.0324,Hanover,Plymouth,Massachusetts
"Apr 2, 2016 7pm",0.0029,Hanover,Plymouth,Massachusetts
"Apr 3, 2016 7am",0,Hanover,Plymouth,Massachusetts
"Apr 3, 2016 8am",0.0001,Hanover,Plymouth,Massachusetts
"Apr 3, 2016 9am",0.0014,Hanover,Plymouth,Massachusetts
"Apr 3, 2016 10am",0.0108,Hanover,Plymouth,Massachusetts
"Apr 3, 2016 11am",0.0411,Hanover,Plymouth,Massachusetts
"Apr 3, 2016 12pm",0.1367,Hanover,Plymouth,Massachusetts
"Apr 3, 2016 1pm",0.2924,Hanover,Plymouth,Massachusetts
"Apr 3, 2016 2pm",0.2744,Hanover,Plymouth,Massachusetts
"Apr 3, 2016 3pm",0.2472,Hanover,Plymouth,Massachusetts
"Apr 3, 2016 4pm",0.287,Hanover,Plymouth,Massachusetts
"Apr 3, 2016 5pm",0.1054,Hanover,Plymouth,Massachusetts
"Apr 3, 2016 6pm",0.0222,Hanover,Plymouth,Massachusetts
"Apr 3, 2016 7pm",0.0185,Hanover,Plymouth,Massachusetts
"Apr 3, 2016 8pm",0.0269,Hanover,Plymouth,Massachusetts
"Apr 4, 2016 5am",0.0269,Hanover,Plymouth,Massachusetts
"Apr 4, 2016 6am",0.0126,Hanover,Plymouth,Massachusetts
"Apr 4, 2016 7am",0.0097,Hanover,Plymouth,Massachusetts
"Apr 4, 2016 8am",0.0111,Hanover,Plymouth,Massachusetts
"Apr 4, 2016 9am",0.0074,Hanover,Plymouth,Massachusetts
"Apr 4, 2016 10am",0.0026,Hanover,Plymouth,Massachusetts
"Apr 4, 2016 11am",0.0028,Hanover,Plymouth,Massachusetts
"Apr 4, 2016 12pm",0.0017,Hanover,Plymouth,Massachusetts
"Apr 4, 2016 1pm",0.0025,Hanover,Plymouth,Massachusetts
"Apr 4, 2016 2pm",0.0016,Hanover,Plymouth,Massachusetts
"Apr 4, 2016 3pm",0.0006,Hanover,Plymouth,Massachusetts
"Apr 4, 2016 4pm",0.0002,Hanover,Plymouth,Massachusetts
"Apr 4, 2016 5pm",0,Hanover,Plymouth,Massachusetts
"Apr 5, 2016 7am",0,Hanover,Plymouth,Massachusetts
"Apr 5, 2016 8am",0.0003,Hanover,Plymouth,Massachusetts
"Apr 5, 2016 9am",0.0025,Hanover,Plymouth,Massachusetts
"Apr 5, 2016 10am",0.0073,Hanover,Plymouth,Massachusetts
"Apr 5, 2016 11am",0.0243,Hanover,Plymouth,Massachusetts
"Apr 5, 2016 12pm",0.0649,Hanover,Plymouth,Massachusetts
"Apr 5, 2016 1pm",0.1255,Hanover,Plymouth,Massachusetts
"Apr 5, 2016 2pm",0.1965,Hanover,Plymouth,Massachusetts
"Apr 5, 2016 3pm",0.2317,Hanover,Plymouth,Massachusetts
"Apr 5, 2016 4pm",0.1961,Hanover,Plymouth,Massachusetts
"Apr 5, 2016 5pm",0.0875,Hanover,Plymouth,Massachusetts
"Apr 5, 2016 6pm",0.0134,Hanover,Plymouth,Massachusetts
"Apr 5, 2016 7pm",0.0019,Hanover,Plymouth,Massachusetts
"Apr 5, 2016 8pm",0.0019,Hanover,Plymouth,Massachusetts
"Apr 6, 2016 5am",0.0017,Hanover,Plymouth,Massachusetts
"Apr 6, 2016 6am",0.004,Hanover,Plymouth,Massachusetts
"Apr 6, 2016 7am",0.0191,Hanover,Plymouth,Massachusetts
"Apr 6, 2016 8am",0.0446,Hanover,Plymouth,Massachusetts
"Apr 6, 2016 9am",0.1257,Hanover,Plymouth,Massachusetts
"Apr 6, 2016 10am",0.2284,Hanover,Plymouth,Massachusetts
"Apr 6, 2016 11am",0.2133,Hanover,Plymouth,Massachusetts
"Apr 6, 2016 12pm",0.3544,Hanover,Plymouth,Massachusetts
"Apr 6, 2016 1pm",0.4705,Hanover,Plymouth,Massachusetts
"Apr 6, 2016 2pm",0.4397,Hanover,Plymouth,Massachusetts
"Apr 6, 2016 3pm",0.335,Hanover,Plymouth,Massachusetts
"Apr 6, 2016 4pm",0.2175,Hanover,Plymouth,Massachusetts
"Apr 6, 2016 5pm",0.106,Hanover,Plymouth,Massachusetts
"Apr 6, 2016 6pm",0.0306,Hanover,Plymouth,Massachusetts
"Apr 6, 2016 7pm",0.0122,Hanover,Plymouth,Massachusetts
"Apr 6, 2016 8pm",0.0148,Hanover,Plymouth,Massachusetts
"Apr 7, 2016 5am",0.0149,Hanover,Plymouth,Massachusetts
"Apr 7, 2016 6am",0.0144,Hanover,Plymouth,Massachusetts
"Apr 7, 2016 7am",0.0704,Hanover,Plymouth,Massachusetts
"Apr 7, 2016 8am",0.126,Hanover,Plymouth,Massachusetts
"Apr 7, 2016 9am",0.1728,Hanover,Plymouth,Massachusetts
"Apr 7, 2016 10am",0.3458,Hanover,Plymouth,Massachusetts
"Apr 7, 2016 11am",0.2634,Hanover,Plymouth,Massachusetts
"Apr 7, 2016 12pm",0.1503,Hanover,Plymouth,Massachusetts
"Apr 7, 2016 1pm",0.1944,Hanover,Plymouth,Massachusetts
"Apr 7, 2016 2pm",0.1463,Hanover,Plymouth,Massachusetts
"Apr 7, 2016 3pm",0.053,Hanover,Plymouth,Massachusetts
"Apr 7, 2016 4pm",0.0249,Hanover,Plymouth,Massachusetts
"Apr 7, 2016 5pm",0.0294,Hanover,Plymouth,Massachusetts
"Apr 7, 2016 6pm",0.0036,Hanover,Plymouth,Massachusetts
"Apr 7, 2016 7pm",0.0087,Hanover,Plymouth,Massachusetts
"Apr 7, 2016 8pm",0.0093,Hanover,Plymouth,Massachusetts
"Apr 8, 2016 5am",0.0095,Hanover,Plymouth,Massachusetts
"Apr 8, 2016 6am",0.0168,Hanover,Plymouth,Massachusetts
"Apr 8, 2016 7am",0.0573,Hanover,Plymouth,Massachusetts
"Apr 8, 2016 8am",0.2115,Hanover,Plymouth,Massachusetts
"Apr 8, 2016 9am",0.4581,Hanover,Plymouth,Massachusetts
"Apr 8, 2016 10am",0.4925,Hanover,Plymouth,Massachusetts
"Apr 8, 2016 11am",0.5285,Hanover,Plymouth,Massachusetts
"Apr 8, 2016 12pm",0.4064,Hanover,Plymouth,Massachusetts
"Apr 8, 2016 1pm",0.562,Hanover,Plymouth,Massachusetts
"Apr 8, 2016 2pm",0.2033,Hanover,Plymouth,Massachusetts
"Apr 8, 2016 3pm",0.1117,Hanover,Plymouth,Massachusetts
"Apr 8, 2016 4pm",0.1752,Hanover,Plymouth,Massachusetts
"Apr 8, 2016 5pm",0.1003,Hanover,Plymouth,Massachusetts
"Apr 8, 2016 6pm",0.0182,Hanover,Plymouth,Massachusetts
"Apr 8, 2016 7pm",0.0021,Hanover,Plymouth,Massachusetts
"Apr 9, 2016 6am",0.0239,Hanover,Plymouth,Massachusetts
"Apr 9, 2016 7am",0.1234,Hanover,Plymouth,Massachusetts
"Apr 9, 2016 8am",0.2334,Hanover,Plymouth,Massachusetts
"Apr 9, 2016 9am",0.474,Hanover,Plymouth,Massachusetts
"Apr 9, 2016 10am",0.6919,Hanover,Plymouth,Massachusetts
"Apr 9, 2016 11am",0.8429,Hanover,Plymouth,Massachusetts
"Apr 9, 2016 12pm",0.7911,Hanover,Plymouth,Massachusetts
"Apr 9, 2016 1pm",0.5734,Hanover,Plymouth,Massachusetts
"Apr 9, 2016 2pm",0.4292,Hanover,Plymouth,Massachusetts
"Apr 9, 2016 3pm",0.229,Hanover,Plymouth,Massachusetts
"Apr 9, 2016 4pm",0.1415,Hanover,Plymouth,Massachusetts
"Apr 9, 2016 5pm",0.0909,Hanover,Plymouth,Massachusetts
"Apr 9, 2016 6pm",0.035,Hanover,Plymouth,Massachusetts
"Apr 9, 2016 7pm",0.0032,Hanover,Plymouth,Massachusetts
"Apr 9, 2016 8pm",0.0029,Hanover,Plymouth,Massachusetts
"Apr 10, 2016 5am",0.0064,Hanover,Plymouth,Massachusetts
"Apr 10, 2016 6am",0.0216,Hanover,Plymouth,Massachusetts
"Apr 10, 2016 7am",0.0949,Hanover,Plymouth,Massachusetts
"Apr 10, 2016 8am",0.2368,Hanover,Plymouth,Massachusetts
"Apr 10, 2016 9am",0.4952,Hanover,Plymouth,Massachusetts
"Apr 10, 2016 10am",0.719,Hanover,Plymouth,Massachusetts
"Apr 10, 2016 11am",0.8707,Hanover,Plymouth,Massachusetts
"Apr 10, 2016 12pm",0.937,Hanover,Plymouth,Massachusetts
"Apr 10, 2016 1pm",0.9285,Hanover,Plymouth,Massachusetts
"Apr 10, 2016 2pm",0.8583,Hanover,Plymouth,Massachusetts
"Apr 10, 2016 3pm",0.7093,Hanover,Plymouth,Massachusetts
"Apr 10, 2016 4pm",0.5074,Hanover,Plymouth,Massachusetts
"Apr 10, 2016 5pm",0.1958,Hanover,Plymouth,Massachusetts
"Apr 10, 2016 6pm",0.045,Hanover,Plymouth,Massachusetts
"Apr 10, 2016 7pm",0.0448,Hanover,Plymouth,Massachusetts
"Apr 10, 2016 8pm",0.0718,Hanover,Plymouth,Massachusetts
"Apr 11, 2016 5am",0.0674,Hanover,Plymouth,Massachusetts
"Apr 11, 2016 6am",0.0441,Hanover,Plymouth,Massachusetts
"Apr 11, 2016 7am",0.0257,Hanover,Plymouth,Massachusetts
"Apr 11, 2016 8am",0.0932,Hanover,Plymouth,Massachusetts
"Apr 11, 2016 9am",0.1329,Hanover,Plymouth,Massachusetts
"Apr 11, 2016 10am",0.393,Hanover,Plymouth,Massachusetts
"Apr 11, 2016 11am",0.651,Hanover,Plymouth,Massachusetts
"Apr 11, 2016 12pm",0.4404,Hanover,Plymouth,Massachusetts
"Apr 11, 2016 1pm",0.5788,Hanover,Plymouth,Massachusetts
"Apr 11, 2016 2pm",0.5751,Hanover,Plymouth,Massachusetts
"Apr 11, 2016 3pm",0.4667,Hanover,Plymouth,Massachusetts
"Apr 11, 2016 4pm",0.4,Hanover,Plymouth,Massachusetts
"Apr 11, 2016 5pm",0.2127,Hanover,Plymouth,Massachusetts
"Apr 11, 2016 6pm",0.0729,Hanover,Plymouth,Massachusetts
"Apr 11, 2016 7pm",0.0624,Hanover,Plymouth,Massachusetts
"Apr 11, 2016 8pm",0.1129,Hanover,Plymouth,Massachusetts
"Apr 12, 2016 5am",0.1124,Hanover,Plymouth,Massachusetts
"Apr 12, 2016 6am",0.0277,Hanover,Plymouth,Massachusetts
"Apr 12, 2016 7am",0.039,Hanover,Plymouth,Massachusetts
"Apr 12, 2016 8am",0.0567,Hanover,Plymouth,Massachusetts
"Apr 12, 2016 9am",0.1236,Hanover,Plymouth,Massachusetts
"Apr 12, 2016 10am",0.135,Hanover,Plymouth,Massachusetts
"Apr 12, 2016 11am",0.1467,Hanover,Plymouth,Massachusetts
"Apr 12, 2016 12pm",0.1189,Hanover,Plymouth,Massachusetts
"Apr 12, 2016 1pm",0.1237,Hanover,Plymouth,Massachusetts
"Apr 12, 2016 2pm",0.0628,Hanover,Plymouth,Massachusetts
"Apr 12, 2016 3pm",0.0529,Hanover,Plymouth,Massachusetts
"Apr 12, 2016 4pm",0.0416,Hanover,Plymouth,Massachusetts
"Apr 12, 2016 5pm",0.0436,Hanover,Plymouth,Massachusetts
"Apr 12, 2016 6pm",0.0405,Hanover,Plymouth,Massachusetts
"Apr 12, 2016 7pm",0.0201,Hanover,Plymouth,Massachusetts
"Apr 12, 2016 8pm",0.0269,Hanover,Plymouth,Massachusetts
"Apr 13, 2016 5am",0.0237,Hanover,Plymouth,Massachusetts
"Apr 13, 2016 6am",0.0274,Hanover,Plymouth,Massachusetts
"Apr 13, 2016 7am",0.1124,Hanover,Plymouth,Massachusetts
"Apr 13, 2016 8am",0.2368,Hanover,Plymouth,Massachusetts
"Apr 13, 2016 9am",0.4226,Hanover,Plymouth,Massachusetts
"Apr 13, 2016 10am",0.6094,Hanover,Plymouth,Massachusetts
"Apr 13, 2016 11am",0.7476,Hanover,Plymouth,Massachusetts
"Apr 13, 2016 12pm",0.8173,Hanover,Plymouth,Massachusetts
"Apr 13, 2016 1pm",0.9132,Hanover,Plymouth,Massachusetts
"Apr 13, 2016 2pm",0.8794,Hanover,Plymouth,Massachusetts
"Apr 13, 2016 3pm",0.7632,Hanover,Plymouth,Massachusetts
"Apr 13, 2016 4pm",0.5556,Hanover,Plymouth,Massachusetts
"Apr 13, 2016 5pm",0.2117,Hanover,Plymouth,Massachusetts
"Apr 13, 2016 6pm",0.0481,Hanover,Plymouth,Massachusetts
"Apr 13, 2016 7pm",0.0059,Hanover,Plymouth,Massachusetts
"Apr 14, 2016 6am",0.0224,Hanover,Plymouth,Massachusetts
"Apr 14, 2016 7am",0.1054,Hanover,Plymouth,Massachusetts
"Apr 14, 2016 8am",0.2526,Hanover,Plymouth,Massachusetts
"Apr 14, 2016 9am",0.4897,Hanover,Plymouth,Massachusetts
"Apr 14, 2016 10am",0.716,Hanover,Plymouth,Massachusetts
"Apr 14, 2016 11am",0.865,Hanover,Plymouth,Massachusetts
"Apr 14, 2016 12pm",0.9327,Hanover,Plymouth,Massachusetts
"Apr 14, 2016 1pm",0.8648,Hanover,Plymouth,Massachusetts
"Apr 14, 2016 2pm",0.8874,Hanover,Plymouth,Massachusetts
"Apr 14, 2016 3pm",0.7674,Hanover,Plymouth,Massachusetts
"Apr 14, 2016 4pm",0.5599,Hanover,Plymouth,Massachusetts
"Apr 14, 2016 5pm",0.2152,Hanover,Plymouth,Massachusetts
"Apr 14, 2016 6pm",0.045,Hanover,Plymouth,Massachusetts
"Apr 14, 2016 7pm",0.0042,Hanover,Plymouth,Massachusetts
"Apr 14, 2016 8pm",0.0012,Hanover,Plymouth,Massachusetts
"Apr 15, 2016 5am",0.0013,Hanover,Plymouth,Massachusetts
"Apr 15, 2016 6am",0.0256,Hanover,Plymouth,Massachusetts
"Apr 15, 2016 7am",0.1098,Hanover,Plymouth,Massachusetts
"Apr 15, 2016 8am",0.2626,Hanover,Plymouth,Massachusetts
"Apr 15, 2016 9am",0.5031,Hanover,Plymouth,Massachusetts
"Apr 15, 2016 10am",0.7279,Hanover,Plymouth,Massachusetts
"Apr 15, 2016 11am",0.8793,Hanover,Plymouth,Massachusetts
"Apr 15, 2016 12pm",0.9466,Hanover,Plymouth,Massachusetts
"Apr 15, 2016 1pm",0.9391,Hanover,Plymouth,Massachusetts
"Apr 15, 2016 2pm",0.8841,Hanover,Plymouth,Massachusetts
"Apr 15, 2016 3pm",0.7594,Hanover,Plymouth,Massachusetts
"Apr 15, 2016 4pm",0.5509,Hanover,Plymouth,Massachusetts
"Apr 15, 2016 5pm",0.2195,Hanover,Plymouth,Massachusetts
"Apr 15, 2016 6pm",0.0501,Hanover,Plymouth,Massachusetts
"Apr 15, 2016 7pm",0.0086,Hanover,Plymouth,Massachusetts
"Apr 16, 2016 5am",0.0084,Hanover,Plymouth,Massachusetts
"Apr 16, 2016 6am",0.0281,Hanover,Plymouth,Massachusetts
"Apr 16, 2016 7am",0.1148,Hanover,Plymouth,Massachusetts
"Apr 16, 2016 8am",0.2761,Hanover,Plymouth,Massachusetts
"Apr 16, 2016 9am",0.5155,Hanover,Plymouth,Massachusetts
"Apr 16, 2016 10am",0.7174,Hanover,Plymouth,Massachusetts
"Apr 16, 2016 11am",0.8704,Hanover,Plymouth,Massachusetts
"Apr 16, 2016 12pm",0.9415,Hanover,Plymouth,Massachusetts
"Apr 16, 2016 1pm",0.9379,Hanover,Plymouth,Massachusetts
"Apr 16, 2016 2pm",0.8783,Hanover,Plymouth,Massachusetts
"Apr 16, 2016 3pm",0.7622,Hanover,Plymouth,Massachusetts
"Apr 16, 2016 4pm",0.5618,Hanover,Plymouth,Massachusetts
"Apr 16, 2016 5pm",0.2201,Hanover,Plymouth,Massachusetts
"Apr 16, 2016 6pm",0.0554,Hanover,Plymouth,Massachusetts
"Apr 16, 2016 7pm",0.0079,Hanover,Plymouth,Massachusetts
"Apr 17, 2016 5am",0.0027,Hanover,Plymouth,Massachusetts
"Apr 17, 2016 6am",0.028,Hanover,Plymouth,Massachusetts
"Apr 17, 2016 7am",0.1145,Hanover,Plymouth,Massachusetts
"Apr 17, 2016 8am",0.2731,Hanover,Plymouth,Massachusetts
"Apr 17, 2016 9am",0.5036,Hanover,Plymouth,Massachusetts
"Apr 17, 2016 10am",0.718,Hanover,Plymouth,Massachusetts
"Apr 17, 2016 11am",0.8532,Hanover,Plymouth,Massachusetts
"Apr 17, 2016 12pm",0.9121,Hanover,Plymouth,Massachusetts
"Apr 17, 2016 1pm",0.9074,Hanover,Plymouth,Massachusetts
"Apr 17, 2016 2pm",0.8544,Hanover,Plymouth,Massachusetts
"Apr 17, 2016 3pm",0.7362,Hanover,Plymouth,Massachusetts
"Apr 17, 2016 4pm",0.5297,Hanover,Plymouth,Massachusetts
"Apr 17, 2016 5pm",0.2097,Hanover,Plymouth,Massachusetts
"Apr 17, 2016 6pm",0.0496,Hanover,Plymouth,Massachusetts
"Apr 17, 2016 7pm",0.0096,Hanover,Plymouth,Massachusetts
"Apr 18, 2016 5am",0.0002,Hanover,Plymouth,Massachusetts
"Apr 18, 2016 6am",0.026,Hanover,Plymouth,Massachusetts
"Apr 18, 2016 7am",0.1169,Hanover,Plymouth,Massachusetts
"Apr 18, 2016 8am",0.2683,Hanover,Plymouth,Massachusetts
"Apr 18, 2016 9am",0.4648,Hanover,Plymouth,Massachusetts
"Apr 18, 2016 10am",0.6671,Hanover,Plymouth,Massachusetts
"Apr 18, 2016 11am",0.7974,Hanover,Plymouth,Massachusetts
"Apr 18, 2016 12pm",0.8627,Hanover,Plymouth,Massachusetts
"Apr 18, 2016 1pm",0.8624,Hanover,Plymouth,Massachusetts
"Apr 18, 2016 2pm",0.8119,Hanover,Plymouth,Massachusetts
"Apr 18, 2016 3pm",0.7165,Hanover,Plymouth,Massachusetts
"Apr 18, 2016 4pm",0.5176,Hanover,Plymouth,Massachusetts
"Apr 18, 2016 5pm",0.228,Hanover,Plymouth,Massachusetts
"Apr 18, 2016 6pm",0.0821,Hanover,Plymouth,Massachusetts
"Apr 18, 2016 7pm",0.0694,Hanover,Plymouth,Massachusetts
"Apr 18, 2016 8pm",0.1237,Hanover,Plymouth,Massachusetts
"Apr 19, 2016 5am",0.1265,Hanover,Plymouth,Massachusetts
"Apr 19, 2016 6am",0.0552,Hanover,Plymouth,Massachusetts
"Apr 19, 2016 7am",0.0266,Hanover,Plymouth,Massachusetts
"Apr 19, 2016 8am",0.1499,Hanover,Plymouth,Massachusetts
"Apr 19, 2016 9am",0.3784,Hanover,Plymouth,Massachusetts
