,% Baseline,Latitude,Longitude,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,Year,Month,Day,Hour,Minute
251,0.2456,42.13,-70.86,4,-1,0.0,7.1,2,9,-2,1,2,1,5,11,71,0.0,1028,2,10,279,4,0,0,0,0,0,0,7,-2.0,117.35,0,0.866,2.3,89.17,-1.0,1020,2014,2,1,9,0
252,0.401,42.13,-70.86,4,-1,0.0,7.1,2,9,-2,1,3,1,8,15,70,0.0,1027,3,10,240,6,0,0,0,0,0,0,7,-2.0,106.26,0,0.866,2.1,87.8,-1.0,1020,2014,2,1,10,0
253,0.4697,42.13,-70.86,4,-1,0.0,7.1,2,9,-2,1,3,1,10,19,69,0.0,1026,3,10,201,7,0,0,0,0,0,0,7,-3.0,95.44,0,0.866,1.9,85.27,-1.0,1020,2014,2,1,11,0
254,0.4172,42.13,-70.86,4,-1,0.0,7.1,2,9,-2,1,4,1,13,24,68,0.0,1026,4,10,161,9,29,12,30,32,267,55,7,-2.0,85.21,4,0.866,1.8,81.08,0.0,1020,2014,2,1,12,0
255,0.3315,42.13,-70.86,4,-1,0.0,7.1,2,9,-1,1,3,1,16,38,71,0.0,1025,3,10,165,11,93,178,136,75,579,216,4,-2.0,75.95,0,0.866,1.3,79.64,1.0,1020,2014,2,1,13,0
256,0.2038,42.13,-70.86,4,-1,0.0,7.1,2,9,-1,0,3,0,20,53,75,0.0,1025,3,10,169,12,89,621,320,100,722,368,7,-2.0,68.16,0,0.866,0.7,68.39,3.0,1020,2014,2,1,14,0
257,0.0799,42.13,-70.86,4,-1,0.0,7.1,2,9,-1,-1,3,-1,24,67,79,0.0,1025,3,10,173,14,115,791,481,115,791,481,1,-3.0,62.44,0,0.866,0.4,60.08,4.0,1020,2014,2,1,15,0
258,0.0229,42.13,-70.86,4,-1,0.0,7.1,2,9,-1,-1,2,-1,27,52,80,0.0,1024,2,10,175,15,107,721,474,126,809,537,7,-3.0,59.44,0,0.866,0.5,59.83,4.0,1020,2014,2,1,16,0
259,0.022000000000000002,42.13,-70.86,6,2,0.0,8.7,2,16,2,-1,3,-1,22,27,93,0.0,1013,3,10,239,11,0,0,0,0,0,0,7,2.0,138.73,0,0.12300000000000001,2.9,100.0,2.0,1000,2014,2,2,7,0
260,0.1176,42.13,-70.86,6,2,0.0,8.7,2,16,2,0,3,0,22,20,89,0.0,1013,3,10,251,12,0,0,0,0,0,0,7,2.0,128.23,0,0.12300000000000001,2.2,100.0,2.0,1000,2014,2,2,8,0
261,0.2905,42.13,-70.86,6,2,0.0,8.7,2,16,2,1,4,1,23,12,86,0.0,1013,4,10,263,13,0,0,0,0,0,0,7,2.0,117.19,0,0.12300000000000001,1.9,100.0,2.0,1000,2014,2,2,9,0
262,0.3849,42.13,-70.86,6,2,0.0,8.7,2,16,2,2,5,2,18,16,85,0.0,1013,5,10,258,10,0,0,0,0,0,0,7,2.0,106.1,0,0.12300000000000001,1.8,100.0,2.0,1000,2014,2,2,10,0
263,0.4135,42.13,-70.86,6,2,0.0,8.7,2,16,3,3,6,3,13,21,83,0.0,1013,6,10,253,8,0,0,0,0,0,0,7,2.0,95.27,0,0.12300000000000001,1.8,100.0,2.0,1000,2014,2,2,11,0
264,0.5625,42.13,-70.86,6,2,0.0,8.7,2,16,3,4,6,4,9,25,82,0.0,1013,6,10,247,5,22,0,22,32,265,55,7,2.0,85.02,4,0.12300000000000001,1.9,100.0,2.0,1000,2014,2,2,12,0
265,0.1573,42.13,-70.86,6,2,0.0,8.7,2,16,3,3,6,3,14,31,84,0.0,1013,6,10,254,7,90,18,95,71,549,206,4,2.0,75.74,0,0.12300000000000001,1.8,100.0,2.0,1000,2014,2,2,13,0
266,0.0403,42.13,-70.86,6,2,0.0,8.7,2,16,3,3,6,3,19,38,86,0.0,1013,6,10,261,9,154,226,239,91,683,348,7,2.0,67.92,0,0.12300000000000001,1.4,90.87,4.0,1000,2014,2,2,14,0
267,0.0175,42.13,-70.86,6,2,0.0,8.7,2,16,3,3,5,3,24,44,89,0.0,1013,5,10,268,12,171,418,366,104,745,452,7,3.0,62.17,0,0.12300000000000001,1.3,87.68,5.0,1000,2014,2,2,15,0
268,0.0077,42.13,-70.86,6,2,0.0,8.7,2,16,3,2,4,2,22,46,89,0.0,1014,4,10,273,10,229,221,342,112,765,504,4,3.0,59.16,0,0.12300000000000001,1.3,84.77,6.0,1000,2014,2,2,16,0
269,0.0082,42.13,-70.86,1,-1,10.3,3.9,2,23,-1,-3,1,-3,22,78,84,0.0,1020,1,7,21,14,0,0,0,0,0,0,7,0.0,138.54,0,0.12300000000000001,3.5,100.0,0.0,1010,2014,2,3,7,0
270,0.0544,42.13,-70.86,1,-1,10.3,3.9,2,23,-1,-4,1,-4,25,89,84,0.7,1021,1,5,27,17,0,0,0,0,0,0,7,0.0,128.06,0,0.12300000000000001,3.6,97.77,0.0,1010,2014,2,3,8,0
271,0.045,42.13,-70.86,1,-1,10.3,3.9,2,23,-1,-4,1,-4,29,100,84,1.0,1022,1,2,33,20,0,0,0,0,0,0,7,0.0,117.03,0,0.12300000000000001,3.6,94.99,0.0,1010,2014,2,3,9,0
272,0.0384,42.13,-70.86,1,-1,10.3,3.9,2,23,-1,-4,1,-4,26,100,87,0.5,1022,1,2,29,18,0,0,0,0,0,0,7,-1.0,105.93,0,0.12300000000000001,3.5,92.22,0.0,1010,2014,2,3,10,0
273,0.01,42.13,-70.86,1,-1,10.3,3.9,2,23,-1,-5,1,-5,24,100,90,1.6,1021,1,2,25,17,0,0,0,0,0,0,7,-1.0,95.09,0,0.12300000000000001,3.3,91.04,0.0,1010,2014,2,3,11,0
274,0.0052,42.13,-70.86,1,-1,10.3,3.9,2,23,-1,-5,0,-5,22,100,92,2.1,1021,0,2,22,16,7,0,7,33,259,57,6,-1.0,84.82,4,0.12300000000000001,3.0,91.88,0.0,1010,2014,2,3,12,0
