,% Baseline,Latitude,Longitude,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,Year,Month,Day,Hour,Minute
9285,0.0797,42.13,-70.86,11,6,0.0,7.1,3,76,1,6,7,6,8,0,68,0.0,1023,7,10,314,7,0,0,0,0,0,0,0,1.0,141.35,0,0.122,3.0,82.59,4.0,1010,2015,10,31,6,0
9286,0.0391,42.13,-70.86,11,6,0.0,7.1,3,76,1,6,7,6,9,4,64,0.0,1023,7,10,287,7,0,0,0,0,0,0,0,1.0,131.67,0,0.122,2.8,89.79,3.0,1010,2015,10,31,7,0
9287,0.0449,42.13,-70.86,11,6,0.0,7.1,3,76,0,6,8,6,9,8,60,0.0,1023,8,10,261,8,0,0,0,0,0,0,1,1.0,120.97,0,0.122,2.5,90.31,3.0,1010,2015,10,31,8,0
9288,0.1323,42.13,-70.86,11,6,0.0,7.1,3,76,0,7,8,7,10,12,55,0.0,1023,8,10,235,9,0,0,0,0,0,0,1,1.0,109.89,0,0.122,2.3,89.22,3.0,1010,2015,10,31,9,0
9289,0.4433,42.13,-70.86,11,6,0.0,7.1,3,76,-1,8,9,8,10,37,51,0.0,1023,9,10,221,9,0,0,0,0,0,0,1,1.0,98.85,0,0.122,2.1,88.92,3.0,1010,2015,10,31,10,0
9290,0.6101,42.13,-70.86,11,6,0.0,7.1,3,76,-1,9,10,9,11,63,46,0.0,1022,10,10,208,9,13,213,20,13,213,20,1,1.0,88.18,0,0.122,1.6,88.17,3.0,1010,2015,10,31,11,0
9291,0.6617,42.13,-70.86,11,6,0.0,7.1,3,76,-2,10,11,10,11,88,42,0.0,1022,11,10,194,9,45,638,176,45,638,176,0,1.0,78.22,0,0.122,0.9,77.5,5.0,1010,2015,10,31,12,0
9292,0.5601,42.13,-70.86,11,6,0.0,7.1,3,76,-1,10,11,10,13,61,45,0.0,1022,11,10,192,10,61,795,341,61,795,341,0,0.0,69.42,0,0.122,0.5,64.24,7.0,1010,2015,10,31,13,0
9293,0.4044,42.13,-70.86,11,6,0.0,7.1,3,76,0,9,11,9,15,35,48,0.0,1021,11,10,190,10,70,864,471,70,864,471,0,0.0,62.37,0,0.122,0.6,59.9,8.0,1010,2015,10,31,14,0
9294,0.2616,42.13,-70.86,11,6,0.0,7.1,3,76,1,9,11,9,16,8,51,0.0,1021,11,10,189,11,75,897,553,75,897,553,0,1.0,57.78,0,0.122,0.9,57.56,9.0,1010,2015,10,31,15,0
9295,0.1206,42.13,-70.86,11,6,0.0,7.1,3,76,1,9,10,9,18,34,55,0.0,1021,10,10,196,11,77,903,578,77,903,578,0,1.0,56.28,0,0.122,1.2,55.16,10.0,1010,2015,10,31,16,0
9296,0.0071,42.13,-70.86,11,6,0.0,7.1,3,76,2,8,10,8,20,60,59,0.0,1021,10,10,203,12,150,584,458,76,886,544,7,1.0,58.13,0,0.122,1.4,52.22,11.0,1010,2015,10,31,17,0
9297,0.0003,42.13,-70.86,15,10,0.0,5.5,3,70,8,9,11,9,18,100,81,0.0,1016,11,7,192,10,0,0,0,0,0,0,6,6.0,149.05,0,0.11800000000000001,2.0,91.62,8.0,1010,2015,11,1,5,0
9298,0.002,42.13,-70.86,15,10,0.0,5.5,3,70,8,9,11,9,19,100,82,0.0,1016,11,10,193,11,0,0,0,0,0,0,6,7.0,141.6,0,0.11800000000000001,1.9,94.24,8.0,1010,2015,11,1,6,0
9299,0.0247,42.13,-70.86,15,10,0.0,5.5,3,70,9,10,12,10,25,100,81,0.0,1015,12,10,195,15,0,0,0,0,0,0,6,7.0,131.89,0,0.11800000000000001,2.0,96.59,8.0,1010,2015,11,1,7,0
9300,0.0596,42.13,-70.86,15,10,0.0,5.5,3,70,9,10,12,10,30,100,81,0.0,1015,12,10,198,19,0,0,0,0,0,0,6,7.0,121.17,0,0.11800000000000001,2.0,98.27,8.0,1010,2015,11,1,8,0
9301,0.0635,42.13,-70.86,15,10,0.0,5.5,3,70,10,11,13,11,36,100,80,0.0,1014,13,10,200,23,0,0,0,0,0,0,6,7.0,110.09,0,0.11800000000000001,2.1,99.42,8.0,1010,2015,11,1,9,0
9302,0.057,42.13,-70.86,15,10,0.0,5.5,3,70,10,12,14,12,34,100,78,0.0,1013,14,10,202,22,0,0,0,0,0,0,6,8.0,99.06,0,0.11800000000000001,2.3,100.0,8.0,1010,2015,11,1,10,0
9303,0.0947,42.13,-70.86,15,10,0.0,5.5,3,70,11,14,15,14,32,100,77,0.0,1012,15,10,204,21,7,0,7,13,89,15,6,8.0,88.4,4,0.11800000000000001,2.5,95.06,9.0,1010,2015,11,1,11,0
9304,0.1563,42.13,-70.86,15,10,0.0,5.5,3,70,11,15,15,15,30,100,76,0.0,1011,15,10,206,19,41,0,41,56,476,152,6,8.0,78.46,0,0.11800000000000001,2.6,90.6,10.0,1010,2015,11,1,12,0
9305,0.1927,42.13,-70.86,15,10,0.0,5.5,3,70,11,15,15,15,33,81,77,0.0,1011,15,10,211,21,35,0,35,84,626,301,6,8.0,69.68,0,0.11800000000000001,2.7,87.19,11.0,1010,2015,11,1,13,0
9306,0.0833,42.13,-70.86,15,10,0.0,5.5,3,70,11,14,15,14,37,61,78,0.0,1010,15,10,216,23,128,0,128,102,697,422,6,9.0,62.66,0,0.11800000000000001,2.8,90.35,11.0,1000,2015,11,1,14,0
9307,0.0607,42.13,-70.86,15,10,0.0,5.5,3,70,11,13,15,13,40,42,79,0.0,1010,15,10,222,25,85,0,85,114,729,499,6,10.0,58.09,0,0.11800000000000001,3.2,88.56,12.0,1000,2015,11,1,15,0
9308,0.0101,42.13,-70.86,15,10,0.0,5.5,3,70,11,13,14,13,36,29,82,0.0,1011,14,10,226,21,125,0,125,119,737,525,7,10.0,56.6,0,0.11800000000000001,3.4,85.55,13.0,1000,2015,11,1,16,0
9309,0.013000000000000001,42.13,-70.86,16,11,0.0,8.7,4,63,9,10,12,10,21,20,83,0.0,1016,11,10,283,12,0,0,0,0,0,0,7,9.0,141.85,0,0.11800000000000001,2.9,96.9,10.0,1010,2015,11,2,6,0
9310,0.0825,42.13,-70.86,16,11,0.0,8.7,4,63,8,11,12,11,20,13,76,0.0,1016,12,10,291,12,0,0,0,0,0,0,7,9.0,132.11,0,0.11800000000000001,2.8,100.0,9.0,1010,2015,11,2,7,0
9311,0.1313,42.13,-70.86,16,11,0.0,8.7,4,63,8,12,13,12,20,7,69,0.0,1017,13,10,299,13,0,0,0,0,0,0,4,8.0,121.38,0,0.11800000000000001,2.7,97.83,9.0,1010,2015,11,2,8,0
9312,0.2575,42.13,-70.86,16,11,0.0,8.7,4,63,7,13,14,13,19,0,62,0.0,1017,14,10,307,14,0,0,0,0,0,0,7,8.0,110.3,0,0.11800000000000001,2.7,94.93,9.0,1010,2015,11,2,9,0
9313,0.5185,42.13,-70.86,16,11,0.0,8.7,4,63,7,14,15,14,15,11,61,0.0,1017,15,10,289,11,0,0,0,0,0,0,7,7.0,99.27,0,0.11800000000000001,2.7,92.99,9.0,1010,2015,11,2,10,0
9314,0.5355,42.13,-70.86,16,11,0.0,8.7,4,63,7,15,15,15,11,22,59,0.0,1017,15,10,271,8,8,0,8,11,133,14,7,7.0,88.61,4,0.11800000000000001,2.6,91.84,9.0,1010,2015,11,2,11,0
9315,0.4488,42.13,-70.86,16,11,0.0,8.7,4,63,7,16,16,16,7,32,57,0.0,1018,16,10,254,5,73,118,96,48,573,160,7,7.0,78.7,0,0.11800000000000001,2.4,86.42,10.0,1010,2015,11,2,12,0
9316,0.3363,42.13,-70.86,16,11,0.0,8.7,4,63,8,16,15,16,8,37,60,0.0,1018,15,10,245,5,90,548,278,64,752,322,7,8.0,69.95,0,0.11800000000000001,2.0,76.67,12.0,1010,2015,11,2,13,0
9317,0.2074,42.13,-70.86,16,11,0.0,8.7,4,63,8,15,15,15,10,41,63,0.0,1018,15,10,236,6,72,840,454,72,840,454,0,8.0,62.95,0,0.11800000000000001,1.7,72.74,13.0,1010,2015,11,2,14,0
9318,0.0657,42.13,-70.86,16,11,0.0,8.7,4,63,9,15,15,15,11,45,66,0.0,1018,15,10,227,6,111,709,483,74,884,538,7,7.0,58.4,0,0.11800000000000001,1.4,66.51,14.0,1010,2015,11,2,15,0
9319,0.0186,42.13,-70.86,16,11,0.0,8.7,4,63,8,14,14,14,11,36,68,0.0,1018,14,10,228,6,125,687,501,76,893,563,7,7.0,56.92,0,0.11800000000000001,1.0,65.8,14.0,1010,2015,11,2,16,0
9320,0.0243,42.13,-70.86,16,11,0.0,8.7,4,63,8,14,14,14,11,27,70,0.0,1019,14,10,229,6,180,474,426,75,876,529,7,7.0,58.75,0,0.11800000000000001,0.8,61.24,15.0,1010,2015,11,2,17,0
9321,0.0231,42.13,-70.86,18,10,0.0,8.7,4,56,9,10,11,10,9,9,88,0.0,1021,11,10,280,5,0,0,0,0,0,0,0,8.0,149.63,0,0.11800000000000001,0.3,95.72,9.0,1010,2015,11,3,5,0
9322,0.0331,42.13,-70.86,18,10,0.0,8.7,4,56,8,9,10,9,10,10,88,0.0,1021,10,10,278,6,0,0,0,0,0,0,1,8.0,142.1,0,0.11800000000000001,0.7,95.7,9.0,1010,2015,11,3,6,0
9323,0.083,42.13,-70.86,18,10,0.0,8.7,4,56,8,11,12,11,14,8,81,0.0,1021,12,10,261,9,0,0,0,0,0,0,1,8.0,132.33,0,0.11800000000000001,1.3,95.74,9.0,1010,2015,11,3,7,0
9324,0.1419,42.13,-70.86,18,10,0.0,8.7,4,56,8,12,13,12,18,7,74,0.0,1021,13,10,245,13,0,0,0,0,0,0,1,8.0,121.58,0,0.11800000000000001,1.6,100.0,8.0,1010,2015,11,3,8,0
9325,0.3721,42.13,-70.86,18,10,0.0,8.7,4,56,8,13,14,13,22,5,67,0.0,1021,14,10,228,16,0,0,0,0,0,0,1,8.0,110.5,0,0.11800000000000001,1.7,100.0,8.0,1010,2015,11,3,9,0
9326,0.5535,42.13,-70.86,18,10,0.0,8.7,4,56,9,15,15,15,22,5,64,0.0,1020,15,10,229,15,0,0,0,0,0,0,1,7.0,99.47,0,0.11800000000000001,2.0,100.0,7.0,1010,2015,11,3,10,0
9327,0.6649,42.13,-70.86,18,10,0.0,8.7,4,56,9,16,17,16,23,4,60,0.0,1020,17,10,229,15,9,112,12,9,112,12,0,8.0,88.83,0,0.11800000000000001,2.2,100.0,8.0,1010,2015,11,3,11,0
9328,0.6339,42.13,-70.86,18,10,0.0,8.7,4,56,9,18,18,18,24,4,57,0.0,1019,18,10,230,14,47,534,150,47,534,150,0,8.0,78.93,0,0.11800000000000001,2.2,96.06,9.0,1010,2015,11,3,12,0
9329,0.4182,42.13,-70.86,18,10,0.0,8.7,4,56,10,17,17,17,26,4,60,0.0,1019,17,10,232,14,65,710,306,65,710,306,0,8.0,70.21,0,0.11800000000000001,2.1,83.96,11.0,1010,2015,11,3,13,0
9330,0.2017,42.13,-70.86,18,10,0.0,8.7,4,56,10,17,17,17,28,3,64,0.0,1019,17,10,234,14,74,798,434,74,798,434,0,8.0,63.24,0,0.11800000000000001,1.9,69.53,14.0,1010,2015,11,3,14,0
9331,0.0541,42.13,-70.86,18,10,0.0,8.7,4,56,11,17,17,17,30,3,67,0.0,1020,17,10,236,14,78,843,515,78,843,515,0,8.0,58.71,0,0.11800000000000001,1.8,66.02,15.0,1010,2015,11,3,15,0
9332,0.0068,42.13,-70.86,18,10,0.0,8.7,4,56,11,16,16,16,30,2,71,0.0,1020,16,10,253,14,79,856,542,79,856,542,0,8.0,57.24,0,0.11800000000000001,1.9,62.59,16.0,1010,2015,11,3,16,0
9333,0.0072,42.13,-70.86,17,11,0.0,8.7,4,49,9,10,11,10,8,21,88,0.0,1028,11,10,353,5,0,0,0,0,0,0,0,9.0,142.34,0,0.11800000000000001,2.5,100.0,10.0,1020,2015,11,4,6,0
9334,0.0332,42.13,-70.86,17,11,0.0,8.7,4,49,10,12,13,12,7,15,83,0.0,1028,13,10,269,5,0,0,0,0,0,0,0,9.0,132.55,0,0.11800000000000001,2.4,100.0,9.0,1020,2015,11,4,7,0
9335,0.1556,42.13,-70.86,17,11,0.0,8.7,4,49,10,14,14,14,6,10,78,0.0,1028,14,10,184,4,0,0,0,0,0,0,0,9.0,121.78,0,0.11800000000000001,2.3,100.0,9.0,1020,2015,11,4,8,0
9336,0.3975,42.13,-70.86,17,11,0.0,8.7,4,49,11,15,15,15,5,4,73,0.0,1028,15,10,99,4,0,0,0,0,0,0,0,8.0,110.7,0,0.11800000000000001,2.2,100.0,8.0,1020,2015,11,4,9,0
9337,0.5418,42.13,-70.86,17,11,0.0,8.7,4,49,10,16,16,16,6,4,70,0.0,1028,16,10,112,5,0,0,0,0,0,0,0,8.0,99.68,0,0.11800000000000001,2.1,100.0,8.0,1020,2015,11,4,10,0
9338,0.6461,42.13,-70.86,17,11,0.0,8.7,4,49,10,16,16,16,7,3,67,0.0,1028,16,10,125,6,0,0,0,0,0,0,0,9.0,89.05,0,0.11800000000000001,1.9,100.0,8.0,1020,2015,11,4,11,0
9339,0.6247,42.13,-70.86,17,11,0.0,8.7,4,49,10,17,17,17,8,3,63,0.0,1028,17,10,137,7,47,538,148,47,538,148,0,9.0,79.17,0,0.11800000000000001,1.5,96.33,10.0,1020,2015,11,4,12,0
9340,0.4077,42.13,-70.86,17,11,0.0,8.7,4,49,10,16,16,16,12,3,67,0.0,1028,16,10,146,9,64,720,305,64,720,305,0,9.0,70.47,0,0.11800000000000001,1.1,84.51,12.0,1020,2015,11,4,13,0
9341,0.1466,42.13,-70.86,17,11,0.0,8.7,4,49,10,15,15,15,16,2,70,0.0,1028,15,10,155,10,72,809,433,72,809,433,0,8.0,63.52,0,0.11800000000000001,0.8,75.88,13.0,1020,2015,11,4,14,0
9342,0.0743,42.13,-70.86,17,11,0.0,8.7,4,49,10,14,15,14,19,2,74,0.0,1027,15,10,164,12,79,842,513,79,842,513,0,8.0,59.01,0,0.11800000000000001,0.6,68.13,14.0,1020,2015,11,4,15,0
9343,0.1111,42.13,-70.86,17,11,0.0,8.7,4,49,10,13,14,13,21,2,78,0.0,1028,14,10,170,12,81,853,539,81,853,539,0,7.0,57.55,0,0.11800000000000001,0.4,62.18,15.0,1020,2015,11,4,16,0
9344,0.2607,42.13,-70.86,17,11,0.0,8.7,4,49,10,12,13,12,22,1,82,0.0,1028,13,10,176,12,79,839,506,79,839,506,0,7.0,59.36,0,0.11800000000000001,0.2,57.49,16.0,1020,2015,11,4,17,0
9345,0.2649,42.13,-70.86,20,12,0.0,8.7,5,43,12,11,13,11,26,40,96,0.0,1025,13,10,222,14,0,0,0,0,0,0,0,9.0,150.2,0,0.11800000000000001,2.5,100.0,10.0,1020,2015,11,5,5,0
9346,0.1188,42.13,-70.86,20,12,0.0,8.7,5,43,12,11,13,11,24,43,96,0.0,1025,13,10,228,13,0,0,0,0,0,0,0,9.0,142.59,0,0.11800000000000001,2.4,100.0,10.0,1020,2015,11,5,6,0
9347,0.0504,42.13,-70.86,20,12,0.0,8.7,5,43,13,13,14,13,28,31,89,0.0,1025,14,10,229,17,0,0,0,0,0,0,0,9.0,132.76,0,0.11800000000000001,2.4,100.0,10.0,1020,2015,11,5,7,0
9348,0.1716,42.13,-70.86,20,12,0.0,8.7,5,43,13,15,16,15,33,19,83,0.0,1024,16,10,230,21,0,0,0,0,0,0,0,9.0,121.98,0,0.11800000000000001,2.4,100.0,10.0,1020,2015,11,5,8,0
9349,0.3648,42.13,-70.86,20,12,0.0,8.7,5,43,13,17,17,17,38,7,77,0.0,1024,17,10,231,26,0,0,0,0,0,0,0,9.0,110.89,0,0.11800000000000001,2.5,100.0,10.0,1020,2015,11,5,9,0
9350,0.5299,42.13,-70.86,20,12,0.0,8.7,5,43,14,18,18,18,38,23,75,0.0,1024,18,10,232,24,0,0,0,0,0,0,0,11.0,99.88,0,0.11800000000000001,2.5,100.0,11.0,1020,2015,11,5,10,0
9351,0.625,42.13,-70.86,20,12,0.0,8.7,5,43,14,19,19,19,39,40,72,0.0,1023,19,10,233,22,0,0,0,0,0,0,0,11.0,89.27,0,0.11800000000000001,2.5,100.0,11.0,1020,2015,11,5,11,0
9352,0.3435,42.13,-70.86,20,12,0.0,8.7,5,43,14,20,20,20,39,56,70,0.0,1023,20,10,235,21,46,526,143,46,526,143,0,11.0,79.41,0,0.11800000000000001,2.3,100.0,12.0,1020,2015,11,5,12,0
9353,0.3235,42.13,-70.86,20,12,0.0,8.7,5,43,14,19,19,19,40,54,75,0.0,1022,19,10,233,21,65,699,296,65,699,296,0,13.0,70.73,0,0.11800000000000001,2.3,93.78,14.0,1020,2015,11,5,13,0
9354,0.1278,42.13,-70.86,20,12,0.0,8.7,5,43,15,18,18,18,40,53,80,0.0,1022,18,10,231,21,74,782,420,74,782,420,0,13.0,63.8,0,0.11800000000000001,2.4,85.67,16.0,1020,2015,11,5,14,0
9355,0.0399,42.13,-70.86,20,12,0.0,8.7,5,43,15,17,17,17,41,51,84,0.0,1022,17,10,229,22,78,822,497,78,822,497,0,13.0,59.31,0,0.11800000000000001,2.5,80.94,17.0,1010,2015,11,5,15,0
9356,0.0066,42.13,-70.86,20,12,0.0,8.7,5,43,15,17,17,17,37,61,87,0.0,1021,17,10,227,19,235,224,354,80,828,520,3,13.0,57.85,4,0.11800000000000001,2.5,76.54,18.0,1010,2015,11,5,16,0
9357,0.0028,42.13,-70.86,20,12,0.0,8.7,5,43,15,17,17,17,33,70,89,0.0,1021,17,10,225,17,198,363,382,79,806,487,3,14.0,59.65,0,0.11800000000000001,2.5,77.92,18.0,1010,2015,11,5,17,0
9358,0.0026,42.13,-70.86,20,16,0.0,3.8,4,36,16,17,17,17,30,65,96,0.0,1017,17,10,222,16,0,0,0,0,0,0,7,15.0,150.48,0,0.11800000000000001,2.0,100.0,15.0,1010,2015,11,6,5,0
9359,0.0091,42.13,-70.86,20,16,0.0,3.8,4,36,16,17,17,17,27,60,95,0.0,1017,17,10,220,15,0,0,0,0,0,0,7,15.0,142.83,0,0.11800000000000001,2.2,100.0,15.0,1010,2015,11,6,6,0
9360,0.0502,42.13,-70.86,20,16,0.0,3.8,4,36,16,17,17,17,33,70,94,0.0,1016,17,10,217,19,0,0,0,0,0,0,1,15.0,132.98,0,0.11800000000000001,2.4,100.0,15.0,1010,2015,11,6,7,0
9361,0.0772,42.13,-70.86,20,16,0.0,3.8,4,36,17,18,18,18,39,80,92,0.0,1016,18,10,215,23,0,0,0,0,0,0,0,15.0,122.19,0,0.11800000000000001,2.5,100.0,15.0,1010,2015,11,6,8,0
9362,0.1175,42.13,-70.86,20,16,0.0,3.8,4,36,17,18,18,18,45,90,91,0.0,1015,18,10,212,27,0,0,0,0,0,0,0,15.0,111.09,0,0.11800000000000001,2.4,100.0,15.0,1010,2015,11,6,9,0
9363,0.0941,42.13,-70.86,20,16,0.0,3.8,4,36,17,19,19,19,41,91,89,0.0,1014,19,10,210,24,0,0,0,0,0,0,7,15.0,100.09,0,0.11800000000000001,2.2,100.0,15.0,1010,2015,11,6,10,0
9364,0.1147,42.13,-70.86,20,16,0.0,3.8,4,36,17,19,19,19,37,93,87,0.0,1012,19,10,208,22,0,0,0,0,0,0,7,15.0,89.49,0,0.11800000000000001,2.2,100.0,15.0,1010,2015,11,6,11,0
9365,0.1935,42.13,-70.86,20,16,0.0,3.8,4,36,17,20,20,20,34,95,86,0.0,1011,20,10,205,19,62,3,62,46,499,136,8,15.0,79.64,0,0.11800000000000001,2.3,100.0,15.0,1010,2015,11,6,12,0
9366,0.2425,42.13,-70.86,20,16,0.0,3.8,4,36,17,19,19,19,43,84,86,0.0,1010,19,10,211,25,124,30,134,65,675,285,7,15.0,70.98,0,0.11800000000000001,2.4,99.74,16.0,1010,2015,11,6,13,0
9367,0.1125,42.13,-70.86,20,16,0.0,3.8,4,36,17,19,19,19,52,72,86,0.0,1010,19,10,216,30,185,209,277,77,756,408,4,16.0,64.08,0,0.11800000000000001,2.8,96.92,17.0,1000,2015,11,6,14,0
9368,0.0429,42.13,-70.86,20,16,0.0,3.8,4,36,16,19,19,19,62,60,86,0.0,1009,19,10,222,35,225,115,283,97,755,479,8,16.0,59.61,0,0.11800000000000001,3.2,92.84,18.0,1000,2015,11,6,15,0
9369,0.0041,42.13,-70.86,20,16,0.0,3.8,4,36,16,19,19,19,55,67,86,0.0,1009,19,10,222,31,238,113,298,102,759,503,3,16.0,58.15,4,0.11800000000000001,3.5,87.82,19.0,1000,2015,11,6,16,0
9370,0.006,42.13,-70.86,15,11,0.0,8.7,4,29,10,12,14,12,26,28,78,0.0,1014,14,10,267,15,0,0,0,0,0,0,7,15.0,150.75,0,0.11800000000000001,1.9,100.0,15.0,1000,2015,11,7,5,0
9371,0.0294,42.13,-70.86,15,11,0.0,8.7,4,29,9,12,13,12,26,39,74,0.0,1014,13,10,264,15,0,0,0,0,0,0,0,14.0,143.06,0,0.11800000000000001,1.8,96.91,15.0,1000,2015,11,7,6,0
9372,0.0809,42.13,-70.86,15,11,0.0,8.7,4,29,8,12,14,12,30,34,69,0.0,1014,14,10,272,19,0,0,0,0,0,0,7,13.0,133.19,0,0.11800000000000001,1.7,98.43,14.0,1000,2015,11,7,7,0
9373,0.1588,42.13,-70.86,15,11,0.0,8.7,4,29,8,13,14,13,33,30,64,0.0,1014,14,10,281,23,0,0,0,0,0,0,0,13.0,122.39,0,0.11800000000000001,1.6,94.18,14.0,1000,2015,11,7,8,0
9374,0.21899999999999997,42.13,-70.86,15,11,0.0,8.7,4,29,7,13,15,13,37,25,59,0.0,1015,15,10,290,27,0,0,0,0,0,0,4,12.0,111.29,0,0.11800000000000001,1.7,96.01,13.0,1000,2015,11,7,9,0
9375,0.2463,42.13,-70.86,15,11,0.0,8.7,4,29,7,13,15,13,34,32,59,0.0,1014,15,10,290,24,0,0,0,0,0,0,3,11.0,100.29,0,0.11800000000000001,1.8,91.6,13.0,1000,2015,11,7,10,0
9376,0.2118,42.13,-70.86,15,11,0.0,8.7,4,29,7,13,15,13,31,40,58,0.0,1014,15,10,290,21,0,0,0,0,0,0,7,11.0,89.7,0,0.11800000000000001,1.9,87.86,13.0,1000,2015,11,7,11,0
9377,0.2717,42.13,-70.86,15,11,0.0,8.7,4,29,6,13,15,13,28,47,57,0.0,1014,15,10,290,19,64,117,85,49,510,138,8,10.0,79.88,0,0.11800000000000001,2.0,85.12,13.0,1010,2015,11,7,12,0
9378,0.1784,42.13,-70.86,15,11,0.0,8.7,4,29,6,13,14,13,27,43,58,0.0,1015,14,10,289,18,130,98,162,70,698,294,4,10.0,71.24,0,0.11800000000000001,2.2,82.09,13.0,1010,2015,11,7,13,0
9379,0.0958,42.13,-70.86,15,11,0.0,8.7,4,29,6,13,14,13,26,38,59,0.0,1015,14,10,287,17,186,152,252,81,788,422,4,8.0,64.36,0,0.11800000000000001,2.5,70.69,14.0,1010,2015,11,7,14,0
9380,0.0212,42.13,-70.86,15,11,0.0,8.7,4,29,6,12,14,12,24,34,60,0.0,1015,14,10,286,16,186,18,195,92,815,501,8,7.0,59.9,0,0.11800000000000001,2.6,65.95,14.0,1010,2015,11,7,15,0
9381,0.0194,42.13,-70.86,15,11,0.0,8.7,4,29,5,12,13,12,22,26,60,0.0,1015,13,10,288,15,195,19,205,93,827,526,8,7.0,58.45,0,0.11800000000000001,2.5,63.37,14.0,1010,2015,11,7,16,0
9382,0.0283,42.13,-70.86,15,11,0.0,8.7,4,29,5,11,13,11,21,19,60,0.0,1016,13,10,289,13,220,183,311,88,818,495,8,6.0,60.23,0,0.11800000000000001,2.3,61.88,14.0,1000,2015,11,7,17,0
9383,0.0282,42.13,-70.86,11,7,0.0,8.7,3,22,2,4,7,4,31,0,67,0.0,1021,7,10,313,20,0,0,0,0,0,0,1,5.0,151.03,0,0.11800000000000001,3.3,83.61,8.0,1010,2015,11,8,5,0
9384,0.0174,42.13,-70.86,11,7,0.0,8.7,3,22,1,3,7,3,27,0,67,0.0,1023,7,10,317,18,0,0,0,0,0,0,0,5.0,143.3,0,0.11800000000000001,3.7,83.0,8.0,1010,2015,11,8,6,0
9385,0.0354,42.13,-70.86,11,7,0.0,8.7,3,22,1,4,8,4,28,0,61,0.0,1023,8,10,315,20,0,0,0,0,0,0,0,5.0,133.4,0,0.11800000000000001,3.9,89.11,7.0,1010,2015,11,8,7,0
9386,0.1453,42.13,-70.86,11,7,0.0,8.7,3,22,0,6,9,6,28,0,54,0.0,1024,9,10,313,22,0,0,0,0,0,0,1,5.0,122.58,0,0.11800000000000001,3.9,89.43,7.0,1010,2015,11,8,8,0
9387,0.3983,42.13,-70.86,11,7,0.0,8.7,3,22,-1,7,10,7,29,0,47,0.0,1025,10,10,311,24,0,0,0,0,0,0,0,5.0,111.49,0,0.11800000000000001,3.9,95.23,6.0,1010,2015,11,8,9,0
9388,0.5742,42.13,-70.86,11,7,0.0,8.7,3,22,-1,7,10,7,26,0,45,0.0,1025,10,10,307,21,0,0,0,0,0,0,0,5.0,100.5,0,0.11800000000000001,4.0,93.58,6.0,1010,2015,11,8,10,0
9389,0.6675,42.13,-70.86,11,7,0.0,8.7,3,22,-1,8,11,8,23,0,43,0.0,1025,11,10,304,19,0,0,0,0,0,0,0,4.0,89.92,0,0.11800000000000001,4.1,89.8,6.0,1010,2015,11,8,11,0
9390,0.6251,42.13,-70.86,11,7,0.0,8.7,3,22,-1,9,11,9,20,0,41,0.0,1026,11,10,300,16,44,570,142,44,570,142,0,3.0,80.11,0,0.11800000000000001,4.1,80.71,7.0,1020,2015,11,8,12,0
9391,0.4041,42.13,-70.86,11,7,0.0,8.7,3,22,-1,9,11,9,21,0,44,0.0,1026,11,10,292,15,64,750,302,64,750,302,0,2.0,71.49,0,0.11800000000000001,4.1,70.01,8.0,1020,2015,11,8,13,0
9392,0.2236,42.13,-70.86,11,7,0.0,8.7,3,22,0,9,11,9,21,0,47,0.0,1026,11,10,284,15,74,837,432,74,837,432,0,1.0,64.63,0,0.11800000000000001,4.0,60.09,9.0,1020,2015,11,8,14,0
9393,0.0813,42.13,-70.86,11,7,0.0,8.7,3,22,1,9,11,9,22,0,50,0.0,1026,11,10,276,14,81,870,513,81,870,513,0,1.0,60.19,0,0.11800000000000001,3.7,54.49,10.0,1020,2015,11,8,15,0
9394,0.0696,42.13,-70.86,11,7,0.0,8.7,3,22,1,8,10,8,22,0,53,0.0,1027,10,10,272,13,82,879,538,82,879,538,0,1.0,58.74,0,0.11800000000000001,3.3,53.89,10.0,1020,2015,11,8,16,0
9395,0.1454,42.13,-70.86,11,7,0.0,8.7,3,22,1,7,9,7,22,0,57,0.0,1027,9,10,267,12,80,861,504,80,861,504,0,0.0,60.51,0,0.11800000000000001,2.9,49.66,11.0,1020,2015,11,8,17,0
9396,0.1468,42.13,-70.86,13,6,0.0,8.7,4,15,2,3,6,3,16,0,75,0.0,1030,6,10,274,10,0,0,0,0,0,0,1,3.0,151.3,0,0.114,2.7,90.74,5.0,1020,2015,11,9,5,0
9397,0.0612,42.13,-70.86,13,6,0.0,8.7,4,15,2,3,6,3,11,0,75,0.0,1030,6,10,276,8,0,0,0,0,0,0,1,3.0,143.54,0,0.114,2.7,90.99,5.0,1020,2015,11,9,6,0
9398,0.0241,42.13,-70.86,13,6,0.0,8.7,4,15,2,5,8,5,13,0,70,0.0,1030,8,10,268,10,0,0,0,0,0,0,0,3.0,133.61,0,0.114,2.7,90.97,5.0,1020,2015,11,9,7,0
